"seed_id","scenario_id","scenario_index","confounding_axis","nominal_strength","n_study","n_case","n_control","cramers_v_phenotype_batch","abs_cor_phenotype_within_batch_order","weighted_mean_abs_within_plate_cor","max_abs_within_plate_cor","design_formula","design_nrow","design_ncol","design_rank","design_full_rank","design_condition_number","design_min_singular_value","target_case_count_P1","ideal_case_count_P1","realized_case_fraction_P1","target_case_count_P2","ideal_case_count_P2","realized_case_fraction_P2","target_case_count_P3","ideal_case_count_P3","realized_case_fraction_P3","target_case_count_P4","ideal_case_count_P4","realized_case_fraction_P4","target_case_count_P5","ideal_case_count_P5","realized_case_fraction_P5","n_qc","n_responsive_features","effect_magnitude_log","phenotype_supplied_to_correction","correction_input_fields","config_sha256","scenario_config_sha256","clean_baseline_log_sha256","batch_artifact_log_sha256","drift_artifact_log_sha256","technical_artifact_log_sha256","metadata_sha256","responsive_feature_truth_sha256","allocation_priority_sha256","method_rng_policy_sha256","phenotype_allocation_sha256","clean_ground_truth_sha256","raw_intensity_sha256","bundle_relative_path","bundle_sha256","validation_passed"
"CONF01","CONF01_none_0p00",1,"none",0,450,225,225,0,0.0115477182279074,0.0650949153439817,0.101363304444965,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,7.20616225665631,3.85935715290474,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","4db9fa3fd81b347422c7b4d5555da8c22da5001057c2c926469dc6df364084f4","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","56050237fd784fc49890bce8de9d76a340f5f9de468a84ca6d0a731c7f154824","64bd5dfad269cb1bbd0973c6f42080c62b9b4f2c529b6b92c1aa2caed22540df","44c3f9a34315778630d4b084f1b1c6892cc31a711d66f174b135b75beb637781","bundles/CONF01_none_0p00.rds","116eb65463e9e6ff9083f8690705e173ea52cd064fd8788de61b6e21910e4c70",TRUE
"CONF01","CONF01_batch_0p25",2,"batch",0.25,450,225,225,0.218637757799979,0.0341299227624818,0.0629955813578189,0.136732939271861,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,7.33853314713442,3.78891128063528,56,56.25,0.622222222222222,56,56.25,0.622222222222222,45,45,0.5,34,33.75,0.377777777777778,34,33.75,0.377777777777778,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","d2d405b81f768d1aee07d8cf0e099ad30156331225a9d671d1b9be403404dbfe","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","68dad1deb3aa07bdfd592de9bf43cad547bfcb9d5a223fd4ef9001c08c643c2a","9e330a4a0faa6186f01c82944396c7fd521b78f2eb33623f254472dfc8246906","8d5082cbd29bfae25a515ecd6700a60a2352b97b1285316ede90c00317daf42a","bundles/CONF01_batch_0p25.rds","12fbccb04bcea05d8029fa346bd557812345f43680cb85cc439d97a6a2014c03",TRUE
"CONF01","CONF01_run_order_0p25",3,"run_order",0.25,450,225,225,0,0.385864866119187,0.385864866119187,0.436674826321979,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,7.32486212518418,3.77646192632765,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","fa1995e760318cd6f8d82da6f3a212efd787b82056a2dc06e5083f95110169b7","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","d90219bd1235ddc4e221c007beaaf0fb977c2a73ad644722bf59c8d6d6eb76d5","ee282bd9a92ada1018c65692125643a507afe5c990341ca91a55abccf6f3e26e","3d3c17b624c98b2a46b282aff174ece18991a91adb42bdd8619146c62b060693","bundles/CONF01_run_order_0p25.rds","32beb3339b27c352bcd1f6d7941179f4706268b094fdc712ede2c6d74212535f",TRUE
"CONF01","CONF01_joint_0p25",4,"joint",0.25,450,225,225,0.218637757799979,0.340016147821718,0.348494178318603,0.449013329608887,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,7.58674263150127,3.6452194227561,56,56.25,0.622222222222222,56,56.25,0.622222222222222,45,45,0.5,34,33.75,0.377777777777778,34,33.75,0.377777777777778,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","aea31be520980df11c6dc05495b203cc617a7e2721405bee23bf982069102a66","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","7057f7ddb28fe5b57a84901d72b971b22904c9cedc4a176a0159e648e1efaf06","bf825246a081908576d220c5599aef88a5b9024e824dbddf82e47383081dc5a8","1d23763d9a7f109122cd80ac976db550d7acc804db7c84cc7245915013861433","bundles/CONF01_joint_0p25.rds","8f3692f44df9a161acb4c3167bd219f9971abbe27c6670c7400772012bb081fa",TRUE
"CONF01","CONF01_batch_0p50",5,"batch",0.5,450,225,225,0.457151675399957,0.0151403416765897,0.0237236947919188,0.0688586160997441,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,7.74254358630913,3.58725536974497,68,67.5,0.755555555555556,68,67.5,0.755555555555556,45,45,0.5,22,22.5,0.244444444444444,22,22.5,0.244444444444444,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","8c27bc80cb5c319354fd02d92c70c79c9c438403d58b56b153e5d21cac4259d0","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","90caed708c422bf47082c30320de1a89ca792e46f3fbd8f477f97c849a9f122c","c14c2ea82b9b544446d488f2bba25c56b4e5da6ace7a876f547e95404e986ee8","b4a370ce13c437a9f34982cf9f3ebeb7f020a2291dcc8caa5046fa71db0175fb","bundles/CONF01_batch_0p50.rds","1cffce2ea8423d74d8144307ae13c645bb80f5bb767b7f9123466533c54ee0c2",TRUE
"CONF01","CONF01_run_order_0p50",6,"run_order",0.5,450,225,225,0,0.643849445195992,0.643849445195992,0.677893829304934,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,8.07995116335479,3.41124894634961,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","45649c0e640f9278b6ef9ec0aec63a052ddc5ac97e3a79e7f9aa30148d18191f","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","b23abe34a786ca12409ebdb5ad3b46a80ad6678f8140431ef897dcf67097635b","af831134b4c99241c752f1a530a4418407b87b2ae0d47f6286cd22e5f327c2cb","256ee591da8a0a4aeaa0ccbc0d6569b45145b7b191573367c4570a7036551e0d","bundles/CONF01_run_order_0p50.rds","d32ce9e486f6f6fada10af6e8f47935028e3914285aacabae28a43b300952524",TRUE
"CONF01","CONF01_joint_0p50",7,"joint",0.5,450,225,225,0.457151675399957,0.500999893784101,0.562041211260432,0.637690662141108,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,9.03341918521289,3.05198533229326,68,67.5,0.755555555555556,68,67.5,0.755555555555556,45,45,0.5,22,22.5,0.244444444444444,22,22.5,0.244444444444444,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","b81d0f36b05bc75b4f402910f5aed52438a9062bfbbae6309e02da9927ad4bd6","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","a2aca7a3cf7e02104dc6c1695ba16e54d62689bda12e96ade260a59a7f7e2ceb","f1832ac6e62264367c0c22b4c8e92c1ab50b15e86ba0363caef983806dcc7c1d","436ed60bef520fdd0399f5df2a14331bbffed930e18cd0bb138940938833ebc6","bundles/CONF01_joint_0p50.rds","9d68175e0d52bd7eb68a5b751d0e3e28a0fa5ab5acc57943b095b7d17f218a59",TRUE
"CONF01","CONF01_batch_0p75",8,"batch",0.75,450,225,225,0.675789433199936,0.0209569701173134,0.066785783661925,0.169096572099407,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,8.7966509463441,3.15377133952704,79,78.75,0.877777777777778,79,78.75,0.877777777777778,45,45,0.5,11,11.25,0.122222222222222,11,11.25,0.122222222222222,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","92b5f570bda209548821c037e54a6ca06c2b6704f102b2c8aef9209bbd2ba642","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","0728226313df768077c34e7d434ad4de70148130c3a3e4c744509bec1586806c","87212d7677a40f91af29f0c976e5c063dd3398d02fafd7a38a91019f61fef69b","04b114df7b80f34173800a22845a752bcd9cec93237a85df74478e679327e80d","bundles/CONF01_batch_0p75.rds","e692652d8f8ddbcd5d19927bd2c5662834f8e3ce7240f539b3a3c251d3977cbf",TRUE
"CONF01","CONF01_run_order_0p75",9,"run_order",0.75,450,225,225,0,0.799700871945972,0.799700871945972,0.820743380716825,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,10.16813006242,2.70492636009759,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,45,45,0.5,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","a600a388b239ba29d375c4952467c075227ac63aa2778f048f10cf7bebee7139","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","7c1cccde12959d8d2b86d467c288ff5795f9759d55b6b1acf4879d478dc804df","e4b4fa869c30b6fda6d1af56784522e878c622b83c9eda4930df17c959b3a897","5cfa0aee07a3ca35b67e0ca95a9d18ee14e8b31ad37b95384ea2869ebf462806","bundles/CONF01_run_order_0p75.rds","edc34e50d41f9094937ac31e92138ebadffff040fa760330c3432bd51bc509f2",TRUE
"CONF01","CONF01_joint_0p75",10,"joint",0.75,450,225,225,0.675789433199936,0.443004686683944,0.5933410300227,0.787383305836204,"~ phenotype + plate + within_plate_position_scaled",450,7,7,TRUE,11.0197918653016,2.50231387102205,79,78.75,0.877777777777778,79,78.75,0.877777777777778,45,45,0.5,11,11.25,0.122222222222222,11,11.25,0.122222222222222,50,100,0.35,FALSE,"sample_id;plate;order_in_plate;run_order;sample_type","e2452e8cba452fa669bc0202c76b7fc52f8d16e63ff273bbdac6c9ce5adfc3e7","87134a075b1eb4a4be9e2c95ba0328d04cfda3a0200a645d6ce5a79f8c1f276c","e450ddb1959dc0bdf9dad2df066436c8f6eb59cc3ca6a471f8ab11b13e880053","6ea04b24df48d15d8a224b8e0f251b0e852da8befe88462a587fb141d81a3519","4471d0863ca9f2f1d555c379aee62d58b7e15a9a5817524058dbc968494e1f28","36b2dbb113d830a60d469f10220c4355ef45a508ac7a979ebf19cd594319df90","b7d59407a3cef323480a5495fa633bc3f13c9a57381758413f92c01659087947","457643f4daba550689aa168282213b7ecda641ba553dba9bc8fad8afd3d30a45","3c468b96a0a95a3cdb3dd5a1b634dcf67efe21d4360d937de7b855fb31e34519","3d92ce152e5cae2d34fd973cecf1d8c01d3f9c03aefdf8b238bc1b855ccabcbd","99ddbaf5e6aadc33f82e2641e89a4647963f035bd1cef2500ef850d272eb1151","ca0ebdede404f679dbe9c7eae528dd5f04157f6d271280cceac85480caa46274","e68a54e9047100b550a95f593c1f904edac11b4f35e998ae43c82405e95ae005","bundles/CONF01_joint_0p75.rds","73d09886127309828aea15eab2786f8ee0793dd536948b98a45f839736f2bbe2",TRUE
